participant,response,valid_categories,category,irt
784,shark,Fish,Fish,6
784,barracuda,Fish,Fish,4
784,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
784,goat,"Farm Animals,North American",Farm Animals,20
785,cat,"Felines,Pets",Pets,2
785,dog,"Canines,Pets",Pets,1
785,bird,"Birds,Pets",Pets,1
785,parrot,"Birds,Pets",Pets,3
785,parakeet,"Birds,Pets",Pets,3
785,duck,"Birds,Farm Animals",Farm Animals,4
785,goose,"Birds,Farm Animals",Farm Animals,1
785,cow,Farm Animals,Farm Animals,6
785,pig,Farm Animals,Farm Animals,5
785,horse,"Beasts of Burden,Farm Animals",Farm Animals,6
785,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,9
785,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
785,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
785,axolotl,"Fish,Reptiles/Amphibians",Reptiles/Amphibians,13
785,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
785,barracuda,Fish,Fish,3
785,squid,Fish,Fish,4
785,octopus,Fish,Fish,2
785,lobster,Fish,Fish,3
785,scallop,Fish,Fish,4
785,clam,Fish,Fish,1
785,crab,Fish,Fish,2
785,eel,Fish,Fish,2
785,monkey,"Jungle Animals,Primates",Primates,13
785,ape,"Jungle Animals,Primates",Primates,3
785,mosquito,Insects,Insects,8
785,insect,Insects,Insects,1
785,fly,Insects,Insects,1
785,leech,Fish,Fish,12
785,chicken,"Birds,Farm Animals",Farm Animals,5
785,hen,"Birds,Farm Animals",Farm Animals,2
785,rooster,"Birds,Farm Animals",Farm Animals,2
785,mule,"Beasts of Burden,Farm Animals",Farm Animals,3
785,ox,"Non-Jungle Animals,Beasts of Burden,Farm Animals",Farm Animals,1
785,panther,"Jungle Animals,Felines,North American",North American,16
785,mountainlion,"Felines,North American",North American,3
785,lion,"Non-Jungle Animals,Felines",Felines,3
785,elephant,Non-Jungle Animals,Non-Jungle Animals,2
785,leopard,"Jungle Animals,Felines",Felines,10
785,cheetah,"Non-Jungle Animals,Felines",Felines,2
785,zebra,Non-Jungle Animals,Non-Jungle Animals,2
785,moose,North American,North American,2
785,mouse,"Pets,Rodent Like",Pets,4
786,dog,"Canines,Pets",Pets,3
786,cat,"Felines,Pets",Pets,2
786,cow,Farm Animals,Farm Animals,1
786,pig,Farm Animals,Farm Animals,2
786,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
786,goat,"Farm Animals,North American",Farm Animals,6
786,sheep,Farm Animals,Farm Animals,3
786,frog,"Pets,Reptiles/Amphibians",Pets,8
786,fish,"Fish,Pets",Pets,1
786,dolphin,Fish,Fish,6
786,shark,Fish,Fish,1
786,whale,Fish,Fish,3
786,crab,Fish,Fish,2
786,lobster,Fish,Fish,2
786,otter,Rodent Like,Rodent Like,4
786,sealion,"Arctic/Far North Animals,Fish,North American",Fish,6
786,lion,"Non-Jungle Animals,Felines",Felines,2
786,cheetah,"Non-Jungle Animals,Felines",Felines,3
786,tiger,"Non-Jungle Animals,Felines",Felines,2
786,monkey,"Jungle Animals,Primates",Jungle Animals,3
786,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Jungle Animals,4
786,panther,"Jungle Animals,Felines,North American",Jungle Animals,4
786,bear,North American,North American,1
786,chicken,"Birds,Farm Animals",Farm Animals,21
786,hen,"Birds,Farm Animals",Farm Animals,4
786,human,Primates,Primates,7
786,iguana,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,18
786,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,6
786,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,1
786,antelope,Non-Jungle Animals,Non-Jungle Animals,9
786,buffalo,"Non-Jungle Animals,North American",Non-Jungle Animals,3
786,panda,Jungle Animals,Jungle Animals,11
786,koala,Australian Animals,Australian Animals,19
786,kangaroo,Australian Animals,Australian Animals,9
787,cat,"Felines,Pets",Pets,3
787,dog,"Canines,Pets",Pets,3
787,mouse,"Pets,Rodent Like",Pets,1
787,rat,"Pets,Rodent Like",Pets,2
787,human,Primates,Primates,3
787,elephant,Non-Jungle Animals,Non-Jungle Animals,5
787,horse,"Beasts of Burden,Farm Animals",Beasts of Burden,4
787,donkey,"Beasts of Burden,Farm Animals",Beasts of Burden,2
787,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
787,bear,North American,North American,2
787,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,3
787,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,6
787,camel,"Non-Jungle Animals,Beasts of Burden",Non-Jungle Animals,3
787,cobra,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,4
787,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
787,viper,Reptiles/Amphibians,Reptiles/Amphibians,4
787,cow,Farm Animals,Farm Animals,4
787,ox,"Non-Jungle Animals,Beasts of Burden,Farm Animals",Farm Animals,1
787,bull,"Farm Animals,Felines",Farm Animals,2
787,bat,Rodent Like,Rodent Like,2
787,bird,"Birds,Pets",Birds,3
787,hawk,"Birds,North American",Birds,4
787,wolf,"Arctic/Far North Animals,Canines,North American",North American,9
787,jaguar,"Jungle Animals,Felines",Felines,7
787,puma,"Jungle Animals,Felines,North American",Felines,3
787,fish,"Fish,Pets",Fish,9
787,seahorse,Fish,Fish,5
787,starfish,Fish,Fish,4
787,seal,Arctic/Far North Animals,Arctic/Far North Animals,8
787,hen,"Birds,Farm Animals",Farm Animals,7
787,chicken,"Birds,Farm Animals",Farm Animals,5
787,goose,"Birds,Farm Animals",Farm Animals,2
787,duck,"Birds,Farm Animals",Farm Animals,3
787,pig,Farm Animals,Farm Animals,5
787,lamb,Farm Animals,Farm Animals,5
787,goat,"Farm Animals,North American",Farm Animals,2
787,sheep,Farm Animals,Farm Animals,4
787,giraffe,Non-Jungle Animals,Non-Jungle Animals,12
787,sealion,"Arctic/Far North Animals,Fish,North American",Fish,17
788,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
788,toad,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
788,monkey,"Jungle Animals,Primates",Primates,3
788,dog,"Canines,Pets",Pets,1
788,cat,"Felines,Pets",Pets,1
788,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
788,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
788,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
788,bear,North American,North American,2
788,lynx,"Felines,North American",North American,2
788,elephant,Non-Jungle Animals,Non-Jungle Animals,8
788,spider,Insects,Insects,13
788,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,6
788,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
788,dinosaur,Reptiles/Amphibians,North American,4
788,rabbit,"North American,Pets,Rodent Like",North American,8
788,deer,North American,North American,1
788,squirrel,"North American,Rodent Like",North American,3
788,bird,"Birds,Pets",Pets,2
788,goat,"Farm Animals,North American",North American,11
788,pig,Farm Animals,Farm Animals,3
788,kangaroo,Australian Animals,Australian Animals,10
788,anteater,"Non-Jungle Animals,Rodent Like",Rodent Like,5
788,bat,Rodent Like,Rodent Like,3
788,rat,"Pets,Rodent Like",Pets,4
788,whale,Fish,Fish,6
788,shark,Fish,Fish,4
788,octopus,Fish,Fish,6
788,dolphin,Fish,Fish,7
788,starfish,Fish,Fish,4
788,horse,"Beasts of Burden,Farm Animals",Farm Animals,5
788,seahorse,Fish,Fish,5
788,cow,Farm Animals,Farm Animals,3
788,cougar,"Felines,North American",Felines,10
788,cheetah,"Non-Jungle Animals,Felines",Felines,4
788,fish,"Fish,Pets",Pets,20
789,dog,"Canines,Pets",Pets,7
789,cat,"Felines,Pets",Pets,1
789,rabbit,"North American,Pets,Rodent Like",Pets,5
789,fox,"Arctic/Far North Animals,Canines,North American",North American,2
789,squirrel,"North American,Rodent Like",North American,5
789,duck,"Birds,Farm Animals",Farm Animals,4
789,chicken,"Birds,Farm Animals",Farm Animals,4
789,turkey,"Birds,Farm Animals,North American",Farm Animals,2
789,cow,Farm Animals,Farm Animals,3
789,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
789,pig,Farm Animals,Farm Animals,1
789,rooster,"Birds,Farm Animals",Farm Animals,4
789,bear,North American,North American,9
789,lion,"Non-Jungle Animals,Felines",Felines,2
789,cheetah,"Non-Jungle Animals,Felines",Felines,4
789,panther,"Jungle Animals,Felines,North American",Felines,3
789,elephant,Non-Jungle Animals,Non-Jungle Animals,2
789,kangaroo,Australian Animals,Australian Animals,3
789,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
789,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,10
789,monkey,"Jungle Animals,Primates",Jungle Animals,10
789,hamster,"Pets,Rodent Like",Rodent Like,11
789,mole,"Rodent Like,Rodent Like",Rodent Like,6
789,wolf,"Arctic/Far North Animals,Canines,North American",North American,4
789,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,7
789,cattle,"Beasts of Burden,Farm Animals",Farm Animals,6
789,koala,Australian Animals,Australian Animals,15
789,beaver,"North American,Rodent Like",North American,35
790,dog,"Canines,Pets",Pets,3
790,cat,"Felines,Pets",Pets,1
790,bird,"Birds,Pets",Pets,1
790,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
790,elephant,Non-Jungle Animals,Non-Jungle Animals,2
790,mouse,"Pets,Rodent Like",Pets,2
790,monkey,"Jungle Animals,Primates",Jungle Animals,3
790,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
790,giraffe,Non-Jungle Animals,Non-Jungle Animals,5
790,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,4
790,zebra,Non-Jungle Animals,Non-Jungle Animals,3
790,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
790,cow,Farm Animals,Farm Animals,3
790,chicken,"Birds,Farm Animals",Farm Animals,2
790,rooster,"Birds,Farm Animals",Farm Animals,2
790,pig,Farm Animals,Farm Animals,2
790,hen,"Birds,Farm Animals",Farm Animals,2
790,kangaroo,Australian Animals,Australian Animals,11
790,bear,North American,North American,2
790,ape,"Jungle Animals,Primates",Jungle Animals,4
790,bat,Rodent Like,Rodent Like,3
790,fish,"Fish,Pets",Fish,1
790,whale,Fish,Fish,6
790,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,1
790,hog,Farm Animals,Farm Animals,6
790,moose,North American,North American,11
790,deer,North American,North American,2
790,skunk,"North American,Rodent Like",North American,4
790,hamster,"Pets,Rodent Like",Pets,8
790,goat,"Farm Animals,North American",Farm Animals,16
790,llama,"Beasts of Burden,Farm Animals",Farm Animals,5
790,anteater,"Non-Jungle Animals,Rodent Like",Rodent Like,15
790,yak,"Arctic/Far North Animals,Beasts of Burden",Arctic/Far North Animals,12
790,buffalo,"Non-Jungle Animals,North American",Non-Jungle Animals,3
790,ostrich,"Non-Jungle Animals,Birds",Birds,9
790,flamingo,"Non-Jungle Animals,Birds",Birds,8
790,owl,Birds,Birds,2
790,panda,Jungle Animals,Jungle Animals,23
791,penguin,"Arctic/Far North Animals,Birds",Birds,5
791,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
791,dog,"Canines,Pets",Pets,4
791,cat,"Felines,Pets",Pets,2
791,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,5
791,mouse,"Pets,Rodent Like",Pets,2
791,rat,"Pets,Rodent Like",Pets,1
791,spider,Insects,Insects,6
791,centipede,Insects,Insects,3
791,bird,"Birds,Pets",Birds,5
791,flamingo,"Non-Jungle Animals,Birds",Birds,3
791,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,7
791,fish,"Fish,Pets",Pets,2
791,snail,"Pets,Reptiles/Amphibians",Pets,3
791,butterfly,Insects,Insects,4
791,caterpillar,Insects,Insects,4
791,horse,"Beasts of Burden,Farm Animals",Farm Animals,8
791,pony,"Beasts of Burden,Farm Animals,Pets",Farm Animals,1
791,donkey,"Beasts of Burden,Farm Animals",Farm Animals,3
791,goat,"Farm Animals,North American",Farm Animals,3
791,pig,Farm Animals,Farm Animals,5
791,duck,"Birds,Farm Animals",Farm Animals,1
791,goose,"Birds,Farm Animals",Farm Animals,3
791,rabbit,"North American,Pets,Rodent Like",Pets,10
791,monkey,"Jungle Animals,Primates",Primates,7
791,lion,"Non-Jungle Animals,Felines",Felines,3
791,tiger,"Non-Jungle Animals,Felines",Felines,2
791,bear,North American,North American,3
791,whale,Fish,Fish,7
791,dolphin,Fish,Fish,2
791,lobster,Fish,Fish,21
791,cow,Farm Animals,Farm Animals,6
791,chicken,"Birds,Farm Animals",Farm Animals,5
791,lamb,Farm Animals,Farm Animals,5
791,sheep,Farm Animals,Farm Animals,5
791,reptile,Reptiles/Amphibians,Reptiles/Amphibians,29
792,dog,"Canines,Pets",Pets,3
792,cat,"Felines,Pets",Pets,1
792,lion,"Non-Jungle Animals,Felines",Felines,2
792,tiger,"Non-Jungle Animals,Felines",Felines,1
792,bear,North American,North American,2
792,fish,"Fish,Pets",Pets,4
792,bird,"Birds,Pets",Pets,3
792,eagle,"Birds,North American",Birds,3
792,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,6
792,spider,Insects,Insects,4
792,gorilla,"Jungle Animals,Primates",Primates,4
792,monkey,"Jungle Animals,Primates",Primates,3
792,elephant,Non-Jungle Animals,Non-Jungle Animals,3
792,rat,"Pets,Rodent Like",Pets,11
792,mouse,"Pets,Rodent Like",Pets,2
792,zebra,Non-Jungle Animals,Non-Jungle Animals,6
792,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
792,pig,Farm Animals,Farm Animals,1
792,rooster,"Birds,Farm Animals",Farm Animals,3
792,chicken,"Birds,Farm Animals",Farm Animals,2
792,cow,Farm Animals,Farm Animals,1
792,donkey,"Beasts of Burden,Farm Animals",Farm Animals,4
792,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
792,toad,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
792,tick,Insects,Insects,8
792,flea,Insects,Insects,2
792,gnat,Reptiles/Amphibians,Reptiles/Amphibians,2
792,llama,"Beasts of Burden,Farm Animals",Farm Animals,7
792,gazelle,Non-Jungle Animals,Non-Jungle Animals,3
792,raccoon,"North American,Rodent Like",North American,4
792,deer,North American,North American,2
792,buck,North American,North American,3
792,bat,Rodent Like,Rodent Like,10
792,wolf,"Arctic/Far North Animals,Canines,North American",North American,7
792,cougar,"Felines,North American",North American,8
792,mountainlion,"Felines,North American",North American,3
792,buffalo,"Non-Jungle Animals,North American",North American,4
792,boar,"Non-Jungle Animals,North American",North American,6
792,panther,"Jungle Animals,Felines,North American",North American,9
792,colt,"Beasts of Burden,Farm Animals",Farm Animals,5
792,grizzly,North American,North American,31
793,wolf,"Arctic/Far North Animals,Canines,North American",Canines,3
793,fox,"Arctic/Far North Animals,Canines,North American",Canines,3
793,dog,"Canines,Pets",Canines,3
793,rabbit,"North American,Pets,Rodent Like",North American,2
793,squirrel,"North American,Rodent Like",North American,6
793,chipmunk,"North American,Rodent Like",North American,4
793,woodpecker,"Birds,North American",North American,7
793,finch,Birds,Birds,7
793,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
793,elephant,Non-Jungle Animals,Non-Jungle Animals,2
793,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
793,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,3
793,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,4
793,zebra,Non-Jungle Animals,Non-Jungle Animals,13
793,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
793,scorpion,Insects,Insects,3
793,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,6
793,parrot,"Birds,Pets",Pets,5
793,human,Primates,Primates,12
793,cat,"Felines,Pets",Pets,4
793,panther,"Jungle Animals,Felines,North American",Felines,4
793,puma,"Jungle Animals,Felines,North American",Felines,1
793,cougar,"Felines,North American",Felines,3
793,jaguar,"Jungle Animals,Felines",Felines,7
793,kangaroo,Australian Animals,Australian Animals,9
793,cow,Farm Animals,Farm Animals,4
793,bull,"Farm Animals,Felines",Farm Animals,2
793,horse,"Beasts of Burden,Farm Animals",Farm Animals,3
793,chicken,"Birds,Farm Animals",Farm Animals,4
793,rooster,"Birds,Farm Animals",Farm Animals,6
793,sheep,Farm Animals,Farm Animals,18
793,lamb,Farm Animals,Farm Animals,5
793,eagle,"Birds,North American",Birds,4
793,hawk,"Birds,North American",Birds,2
793,siamesecat,"Felines,Pets",Pets,41
794,dog,"Canines,Pets",Pets,5
794,cat,"Felines,Pets",Pets,1
794,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,6
794,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
794,elephant,Non-Jungle Animals,Non-Jungle Animals,2
794,giraffe,Non-Jungle Animals,Non-Jungle Animals,8
794,bird,"Birds,Pets",Pets,5
794,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,17
794,gazelle,Non-Jungle Animals,Non-Jungle Animals,6
794,deer,North American,North American,2
794,moose,North American,North American,2
794,cow,Farm Animals,Farm Animals,7
794,pig,Farm Animals,Farm Animals,2
794,chicken,"Birds,Farm Animals",Farm Animals,3
794,duck,"Birds,Farm Animals",Farm Animals,2
794,squirrel,"North American,Rodent Like",North American,3
794,chimpanzee,"Jungle Animals,Primates",Primates,10
794,monkey,"Jungle Animals,Primates",Primates,2
794,baboon,"Jungle Animals,Primates",Primates,2
794,gorilla,"Jungle Animals,Primates",Primates,2
794,shark,Fish,Fish,9
794,whale,Fish,Fish,2
794,salmon,Fish,Fish,3
794,shrimp,Fish,Fish,4
794,lobster,Fish,Fish,3
794,stingray,Fish,Fish,5
794,manatee,Jungle Animals,Fish,2
794,crab,Fish,Fish,4
794,flounder,Fish,Fish,9
794,catfish,Fish,Fish,2
794,tilapia,Fish,Fish,5
794,swordfish,Fish,Fish,8
794,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,19
794,mouse,"Pets,Rodent Like",Pets,4
794,rat,"Pets,Rodent Like",Pets,2
794,bat,Rodent Like,Rodent Like,2
794,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,24
795,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
795,bear,North American,North American,1
795,koala,Australian Animals,Australian Animals,3
795,dog,"Canines,Pets",Pets,2
795,cat,"Felines,Pets",Pets,1
795,bird,"Birds,Pets",Pets,1
795,squirrel,"North American,Rodent Like",North American,4
795,chipmunk,"North American,Rodent Like",North American,2
795,possum,"Australian Animals,North American",North American,3
795,monkey,"Jungle Animals,Primates",Primates,3
795,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
795,whale,Fish,Fish,8
795,shark,Fish,Fish,0
795,fish,"Fish,Pets",Fish,3
795,dolphin,Fish,Fish,1
795,seahorse,Fish,Fish,7
795,bug,Insects,Insects,4
795,lizards,"Pets,Reptiles/Amphibians",Pets,10
795,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,3
795,fox,"Arctic/Far North Animals,Canines,North American",North American,17
795,deer,North American,North American,1
795,moose,North American,North American,2
795,buffalo,"Non-Jungle Animals,North American",North American,3
795,owl,Birds,Birds,5
795,rabbit,"North American,Pets,Rodent Like",Pets,3
795,iguana,"Pets,Reptiles/Amphibians",Pets,3
795,anteater,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,6
795,elephant,Non-Jungle Animals,Non-Jungle Animals,4
795,gazelle,Non-Jungle Animals,Non-Jungle Animals,2
795,newt,Reptiles/Amphibians,Reptiles/Amphibians,13
795,giraffe,Non-Jungle Animals,Non-Jungle Animals,5
795,ostrich,"Non-Jungle Animals,Birds",Non-Jungle Animals,3
795,okapi,Non-Jungle Animals,Non-Jungle Animals,3
795,chicken,"Birds,Farm Animals",Farm Animals,7
795,cow,Farm Animals,Farm Animals,2
795,pig,Farm Animals,Farm Animals,2
795,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
795,hedgehog,"Rodent Like,Pets,Rodent Like",Pets,13
795,porcupine,"North American,Rodent Like",Rodent Like,5
795,seamonkey,Fish,Fish,15
795,caterpillar,Insects,Insects,15
796,dog,"Canines,Pets",Pets,2
796,cat,"Felines,Pets",Pets,1
796,fish,"Fish,Pets",Pets,1
796,zebra,Non-Jungle Animals,Non-Jungle Animals,3
796,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
796,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,1
796,bear,North American,North American,1
796,poodle,"Canines,Pets",Pets,5
796,scorpion,Insects,Insects,4
796,spider,Insects,Insects,3
796,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,8
796,monkey,"Jungle Animals,Primates",Jungle Animals,1
796,ape,"Jungle Animals,Primates",Jungle Animals,3
796,frog,"Pets,Reptiles/Amphibians",Pets,5
796,butterfly,Insects,Insects,4
796,bird,"Birds,Pets",Birds,1
796,cardinal,Birds,Birds,2
796,iguana,"Pets,Reptiles/Amphibians",Pets,5
796,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,9
796,rabbit,"North American,Pets,Rodent Like",North American,2
796,wolf,"Arctic/Far North Animals,Canines,North American",North American,3
796,groundhog,"North American,Rodent Like,Rodent Like",North American,5
796,squirrel,"North American,Rodent Like",North American,3
796,chihuahua,"Canines,Pets",Pets,16
796,bulldog,"Canines,Pets",Pets,3
796,bullfrog,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,1
796,dinosaur,Reptiles/Amphibians,Reptiles/Amphibians,16
796,crawfish,Fish,Fish,10
796,hamster,"Pets,Rodent Like",Pets,12
796,guineapig,"Pets,Rodent Like",Pets,4
796,pig,Farm Animals,Farm Animals,0
796,cow,Farm Animals,Farm Animals,5
796,bull,"Farm Animals,Felines",Farm Animals,9
797,bear,North American,North American,3
797,lion,"Non-Jungle Animals,Felines",Felines,2
797,tiger,"Non-Jungle Animals,Felines",Felines,2
797,beaver,"North American,Rodent Like",North American,2
797,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
797,tadpole,Fish,Fish,3
797,butterfly,Insects,Insects,5
797,caterpillar,Insects,Insects,3
797,rabbit,"North American,Pets,Rodent Like",Pets,4
797,kangaroo,Australian Animals,Australian Animals,3
797,cow,Farm Animals,Farm Animals,5
797,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
797,chicken,"Birds,Farm Animals",Farm Animals,5
797,pig,Farm Animals,Farm Animals,2
797,rooster,"Birds,Farm Animals",Farm Animals,3
797,duck,"Birds,Farm Animals",Farm Animals,2
797,fish,"Fish,Pets",Fish,1
797,whale,Fish,Fish,2
797,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,2
797,grizzly,North American,North American,4
797,kodiakbear,North American,North American,6
797,seal,Arctic/Far North Animals,Arctic/Far North Animals,1
797,dolphin,Fish,Fish,8
797,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,9
797,minnow,Fish,Fish,7
797,spider,Insects,Insects,7
797,komododragon,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,10
797,rattlesnake,Reptiles/Amphibians,Reptiles/Amphibians,4
797,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,5
797,chipmunk,"North American,Rodent Like",North American,8
797,owl,Birds,Birds,3
797,bird,"Birds,Pets",Birds,3
797,peacock,Birds,Birds,6
797,brownbear,North American,North American,6
797,eagle,"Birds,North American",North American,4
797,monkey,"Jungle Animals,Primates",Primates,3
797,ape,"Jungle Animals,Primates",Primates,2
797,rhino,Non-Jungle Animals,Non-Jungle Animals,5
797,elephant,Non-Jungle Animals,Non-Jungle Animals,4
797,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
797,zebra,Non-Jungle Animals,Non-Jungle Animals,10
797,bobcat,"Felines,North American",North American,12
798,dog,"Canines,Pets",Pets,2
798,cat,"Felines,Pets",Pets,1
798,fish,"Fish,Pets",Pets,1
798,lion,"Non-Jungle Animals,Felines",Felines,2
798,tiger,"Non-Jungle Animals,Felines",Felines,1
798,cougar,"Felines,North American",Felines,1
798,lizard,"Pets,Reptiles/Amphibians",Pets,2
798,bird,"Birds,Pets",Pets,1
798,cheetah,"Non-Jungle Animals,Felines",Felines,8
798,bear,North American,North American,1
798,owl,Birds,Birds,4
798,eagle,"Birds,North American",Birds,2
798,panda,Jungle Animals,Jungle Animals,15
798,monkey,"Jungle Animals,Primates",Jungle Animals,5
798,squirrel,"North American,Rodent Like",North American,6
798,pig,Farm Animals,Farm Animals,2
798,sheep,Farm Animals,Farm Animals,2
798,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
798,duck,"Birds,Farm Animals",Farm Animals,2
798,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,4
798,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
798,sealion,"Arctic/Far North Animals,Fish,North American",North American,7
798,rabbit,"North American,Pets,Rodent Like",North American,15
798,kangaroo,Australian Animals,Australian Animals,2
798,giraffe,Non-Jungle Animals,Non-Jungle Animals,15
798,elephant,Non-Jungle Animals,Non-Jungle Animals,3
798,antelope,Non-Jungle Animals,Non-Jungle Animals,5
798,gazelle,Non-Jungle Animals,Non-Jungle Animals,3
798,zebra,Non-Jungle Animals,Non-Jungle Animals,6
798,hummingbird,Birds,Birds,8
798,heron,"Birds,North American",Birds,4
798,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,3
798,meerkat,Non-Jungle Animals,Non-Jungle Animals,18
798,bison,North American,North American,8
798,buffalo,"Non-Jungle Animals,North American",North American,2
798,sloth,Jungle Animals,Jungle Animals,4
798,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,3
798,mouse,"Pets,Rodent Like",Pets,4
798,starfish,Fish,Fish,8
893,dog,"Canines,Pets",Pets,11
893,cat,"Felines,Pets",Pets,2
893,fish,"Fish,Pets",Pets,2
893,bunny,"North American,Pets",Pets,3
893,squirrel,"North American,Rodent Like",Rodent Like,4
893,tiger,"Non-Jungle Animals,Felines",Felines,6
893,lion,"Non-Jungle Animals,Felines",Felines,1
893,bear,North American,North American,1
893,mountainlion,"Felines,North American",North American,6
893,cougar,"Felines,North American",North American,4
893,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
893,ostrich,"Non-Jungle Animals,Birds",Birds,3
893,porcupine,"North American,Rodent Like",North American,9
893,puppy,"Canines,Pets",Pets,3
893,kitten,"Farm Animals,Pets",Pets,2
893,giraffe,Non-Jungle Animals,Non-Jungle Animals,10
893,monkey,"Jungle Animals,Primates",Primates,2
893,ape,"Jungle Animals,Primates",Primates,1
893,chimpanzee,"Jungle Animals,Primates",Primates,2
893,elephant,Non-Jungle Animals,Non-Jungle Animals,4
893,manatee,Jungle Animals,Jungle Animals,6
893,whale,Fish,Fish,6
893,shark,Fish,Fish,1
893,chipmunk,"North American,Rodent Like",Rodent Like,7
893,mouse,"Pets,Rodent Like",Rodent Like,12
893,kangaroo,Australian Animals,Australian Animals,8
893,ferret,"Farm Animals,Pets,Rodent Like",Rodent Like,12
893,hyena,"Non-Jungle Animals,Canines",Non-Jungle Animals,21
893,boar,"Non-Jungle Animals,North American",Non-Jungle Animals,8
893,pig,Farm Animals,Farm Animals,1
893,goat,"Farm Animals,North American",Farm Animals,1
893,llama,"Beasts of Burden,Farm Animals",Farm Animals,4
893,dinosaur,Reptiles/Amphibians,Reptiles/Amphibians,12
